"";"Date";"Consumption"
"1";2018-01-01;67,3875669624268
"2";2018-01-02;44,3072610304279
"3";2018-01-03;48,366964101148
"4";2018-01-04;26,8343192377117
"5";2018-01-05;48,8830666109053
"6";2018-01-06;60,141264239594
"7";2018-01-07;48,4209753875377
"8";2018-01-08;55,1843581823839
"9";2018-01-09;61,314392648766
"10";2018-01-10;55,1370467790995
"11";2018-01-11;58,2042757945925
"12";2018-01-12;34,9850449312519
"13";2018-01-13;46,5655153361535
"14";2018-01-14;38,379412474985
"15";2018-01-15;68,7610035185947
"16";2018-01-16;33,4749200862786
"17";2018-01-17;51,2820860085091
"18";2018-01-18;33,7198577960302
"19";2018-01-19;46,248150301899
"20";2018-01-20;50,2614276076497
"21";2018-01-21;65,288867757452
"22";2018-01-22;33,6366135714647
"23";2018-01-23;78,5239010405413
"24";2018-01-24;35,7532356251637
"25";2018-01-25;29,7463899841248
"26";2018-01-26;38,1899745321049
"27";2018-01-27;38,7065463270217
"28";2018-01-28;47,444292684777
"29";2018-01-29;38,9413046047822
"30";2018-01-30;45,7146451443755
"31";2018-01-31;57,7013932084263
"32";2018-02-01;41,4108368679951
"33";2018-02-02;49,8077689691483
"34";2018-02-03;29,6060447904871
"35";2018-02-04;67,1929685316572
"36";2018-02-05;55,3755921094478
"37";2018-02-06;55,7803296559397
"38";2018-02-07;41,6140364017666
"39";2018-02-08;39,4936099314952
"40";2018-02-09;58,7813154843901
"41";2018-02-10;44,3082586689121
"42";2018-02-11;64,8944084201149
"43";2018-02-12;37,3001059360698
"44";2018-02-13;42,1410319942697
"45";2018-02-14;37,5556200948181
"46";2018-02-15;49,430739029298
"47";2018-02-16;51,7107030927296
"48";2018-02-17;43,4777147059806
"49";2018-02-18;68,2658937006962
"50";2018-02-19;51,5550558491091
"51";2018-02-20;42,301039911117
"52";2018-02-21;39,1366895749526
"53";2018-02-22;51,4731642395481
"54";2018-02-23;42,9033331137711
"55";2018-02-24;38,4819381279854
"56";2018-02-25;56,1152768620519
"57";2018-02-26;33,03504054501
"58";2018-02-27;66,4556819113924
"59";2018-02-28;37,1376610092469
"60";2018-03-01;50,3903895989994
"61";2018-03-02;49,0981557174878
"62";2018-03-03;32,8427516165355
"63";2018-03-04;60,6951316715658
"64";2018-03-05;42,7738176461378
"65";2018-03-06;50,1222355105309
"66";2018-03-07;56,0134571621196
"67";2018-03-08;70,0146169128151
"68";2018-03-09;48,5597927577724
"69";2018-03-10;67,4804919814808
"70";2018-03-11;47,4864442601525
"71";2018-03-12;35,401927288691
"72";2018-03-13;48,5780011500151
"73";2018-03-14;43,6037618125354
"74";2018-03-15;65,0679317760758
"75";2018-03-16;50,9592511688199
"76";2018-03-17;58,8567230487907
"77";2018-03-18;62,9479064762043
"78";2018-03-19;41,1199036842152
"79";2018-03-20;64,5530801515748
"80";2018-03-21;38,1076409691058
"81";2018-03-22;43,8024805706124
"82";2018-03-23;54,8597339908102
"83";2018-03-24;37,679245634663
"84";2018-03-25;56,3314754116752
"85";2018-03-26;68,1474729912092
"86";2018-03-27;44,0083685786205
"87";2018-03-28;62,7549558823378
"88";2018-03-29;55,2221113878251
"89";2018-03-30;56,418784118368
"90";2018-03-31;47,7394697986952
"91";2018-04-01;43,0321569002104
"92";2018-04-02;48,7826078332797
"93";2018-04-03;42,8737437361552
"94";2018-04-04;46,793607390044
"95";2018-04-05;58,5018117689352
"96";2018-04-06;55,8826381502433
"97";2018-04-07;51,0541958707277
"98";2018-04-08;52,7600216924118
"99";2018-04-09;38,7070546816817
"100";2018-04-10;42,5355219145644
"101";2018-04-11;42,7155024775522
"102";2018-04-12;50,6989921024816
"103";2018-04-13;45,5213582386456
"104";2018-04-14;30,2882883402479
"105";2018-04-15;47,8297860707744
"106";2018-04-16;43,0506459794939
"107";2018-04-17;69,2668325658737
"108";2018-04-18;60,4281509135584
"109";2018-04-19;51,7844258409933
"110";2018-04-20;48,7868786049156
"111";2018-04-21;71,4079601141385
"112";2018-04-22;43,7204453436282
"113";2018-04-23;58,6916108434495
"114";2018-04-24;48,6109100768896
"115";2018-04-25;60,7860317642084
"116";2018-04-26;44,6072396383898
"117";2018-04-27;61,4576671969152
"118";2018-04-28;57,0593704093986
"119";2018-04-29;40,7351703931621
"120";2018-04-30;67,7588042305633
